ProductTitle,EveryDayVolumnModelList,ProductPrice,ProductSource,ProductSourceImage,Cover,TagName,BloggerCount,LiveCount,Volume,Price,PriceValue,ProductUrl,ProductThirdUrl,HasReply,BrandName,BrandId,BrandDetailUrl,ShopId,RealProductId,IsCommissionRate,CommissionRate,ShopName,ShopDetailUrl,SourceTypeName,IsLigthning,Living,PriceRate,IsPriceBlock,BeginDate,EndDate
9.9到手50包 老面味发面王发面宝发酵粉高活性小包酵母粉蒸馒头,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3506467190-f7175746691a4eddae37581a597c0436.jpg,烘焙原料/食品添加剂,2,22,88,871,0.0,#/StaticPage/ProductDetail?relProductId=21734591285190&sourceType=99&timestamp=1717111602&signature=2e325b2b35def23c71980c4cd62a45b8,https://app.kwaixiaodian.com/merchant/shop/detail?id=21734591285190,0,家家会,169097,#/StaticPage/BrandDetail?brandId=169097&isTrusted=true,297982,21734591285190,0,0%,致广大食品专营店,#/StaticPage/Shop/Detail?shopId=297982,快手小店,0,,0,-1,,
80%活性高活性酵母粉5g*30袋,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-1541242193-1dee8018a0bf4242abf08080aaff9083.jpg,烘焙原料/食品添加剂,1,1,85,849,0.0,#/StaticPage/ProductDetail?relProductId=22072184536193&sourceType=99&timestamp=1717111602&signature=55cf614200117813ba56b8adbd9aff6b,https://app.kwaixiaodian.com/merchant/shop/detail?id=22072184536193,0,德亿鲜,32452,#/StaticPage/BrandDetail?brandId=32452&isTrusted=true,350663,22072184536193,0,0%,九州食品专营店,#/StaticPage/Shop/Detail?shopId=350663,快手小店,0,,0,-1,,
【雨漫609】虎师傅 50袋高活性耐高糖干酵母馒头发酵粉5克/袋L,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-779340010-e11422f6c5fb4717ba72021bedd65a63.jpg,烘焙原料/食品添加剂,1,1,85,842,0.0,#/StaticPage/ProductDetail?relProductId=22119929126010&sourceType=99&timestamp=1717111602&signature=b532ad97a5a7a8c854a58bf43d0eeec0,https://app.kwaixiaodian.com/merchant/shop/detail?id=22119929126010,0,虎师傅,88724,#/StaticPage/BrandDetail?brandId=88724&isTrusted=true,180896,22119929126010,0,0%,希尔康调味品专营店,#/StaticPage/Shop/Detail?shopId=180896,快手小店,0,,0,-1,,
【专属福利】 家用活性酵母粉3克/袋yb,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2764424323-56f839e2a2f34ceb9aac27e9163651e7.jpg,烘焙原料/食品添加剂,9,96,83,829,0.0,#/StaticPage/ProductDetail?relProductId=21957983319323&sourceType=99&timestamp=1717111602&signature=3dc57125c7cb4dd893f5ec2eca53c15b,https://app.kwaixiaodian.com/merchant/shop/detail?id=21957983319323,0,会养五谷食方,257274,#/StaticPage/BrandDetail?brandId=257274&isTrusted=true,155449,21957983319323,0,0%,乐陵聚美食尚食品专营店,#/StaticPage/Shop/Detail?shopId=155449,快手小店,0,,0,-1,,
【9.9发4袋】皮蛋粉自制松花蛋原料变蛋粉无铅家用简单流心皮蛋主,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2049281626-cce9ecd867d04eecad5a54228a8c4d08.jpg,烘焙原料/食品添加剂,2,16,83,822,0.0,#/StaticPage/ProductDetail?relProductId=22010744668626&sourceType=99&timestamp=1717111602&signature=bd858cd49945bc9c70644d8d9ee28136,https://app.kwaixiaodian.com/merchant/shop/detail?id=22010744668626,0,解放碑,268014,#/StaticPage/BrandDetail?brandId=268014&isTrusted=true,182806,22010744668626,0,0%,创富食品专营店,#/StaticPage/Shop/Detail?shopId=182806,快手小店,0,,0,-1,,
发面王发面宝5g*50袋 维生素C益生菌 家用包子馒头发酵粉zg,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3637820421-da77f1e42ef3472aac3685bc598d8652.jpg,烘焙原料/食品添加剂,4,57,86,822,0.0,#/StaticPage/ProductDetail?relProductId=21904576725421&sourceType=99&timestamp=1717111602&signature=7dc64c4bda49294744020893511f85d8,https://app.kwaixiaodian.com/merchant/shop/detail?id=21904576725421,0,哆琪,268611,#/StaticPage/BrandDetail?brandId=268611&isTrusted=true,292535,21904576725421,0,0%,燕知春食品专营店,#/StaticPage/Shop/Detail?shopId=292535,快手小店,0,,0,-1,,
【粉丝专属】虎师傅 50袋高活性耐高糖干酵母馒头发酵粉5克/袋,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-779340010-e11422f6c5fb4717ba72021bedd65a63.jpg,烘焙原料/食品添加剂,2,48,83,822,0.0,#/StaticPage/ProductDetail?relProductId=21835065654010&sourceType=99&timestamp=1717111602&signature=5205fa1d286bfaf69de8d665de412b1f,https://app.kwaixiaodian.com/merchant/shop/detail?id=21835065654010,0,虎师傅,88724,#/StaticPage/BrandDetail?brandId=88724&isTrusted=true,180896,21835065654010,0,0%,希尔康调味品专营店,#/StaticPage/Shop/Detail?shopId=180896,快手小店,0,,0,-1,,
【海家专属】安琪酵母粉6g新一代高活性干酵母做包子馒头发酵30袋,[],19.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2396996517-38dd6096fd7d412093937ab19c898b8c.jpg,烘焙原料/食品添加剂,1,1,40,796,0.0,#/StaticPage/ProductDetail?relProductId=22224464875517&sourceType=99&timestamp=1717111602&signature=85f5456310fe3d06234aef018b21b87c,https://app.kwaixiaodian.com/merchant/shop/detail?id=22224464875517,0,安琪/ANGEL,12688,#/StaticPage/BrandDetail?brandId=12688&isTrusted=true,89250,22224464875517,0,0%,安琪旗舰店,#/StaticPage/Shop/Detail?shopId=89250,快手小店,0,,0,-1,,
【清仓】易小焙硬冰淇淋粉100g家用挖球冰激凌原料,[],6.60 - 9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-1748803487-5c37c2084b7247e7ad9d1fa849d423d7.jpg,烘焙原料/食品添加剂,2,13,119,792,0.0,#/StaticPage/ProductDetail?relProductId=22171427756487&sourceType=99&timestamp=1717111604&signature=7e6c0102c8f99b42e42306071b0cd074,https://app.kwaixiaodian.com/merchant/shop/detail?id=22171427756487,0,易小焙,6751,#/StaticPage/BrandDetail?brandId=6751&isTrusted=true,73317,22171427756487,0,0%,良润食品专营店,#/StaticPage/Shop/Detail?shopId=73317,快手小店,0,,0,-1,,
幸福屯熟糕粉480g 用于糕点月饼馅料 手粉防粘手,[],14.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2418424667-67f67c0f4ddb4d81af652a634c714cc5.jpg,烘焙原料/食品添加剂,5,32,53,790,0.0,#/StaticPage/ProductDetail?relProductId=20855276277667&sourceType=99&timestamp=1717111604&signature=3d0c2ff95c603acb62de374091428bc1,https://app.kwaixiaodian.com/merchant/shop/detail?id=20855276277667,0,幸福屯,80018,#/StaticPage/BrandDetail?brandId=80018&isTrusted=true,73187,20855276277667,1,30%,茂汇食品专营店,#/StaticPage/Shop/Detail?shopId=73187,快手小店,0,,0,-1,,
【工厂直发】【拍一发27】 鸡精2包＋酵母粉20包＋十全香5盒,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/item_image-3619482177-f516f09b16534c928eeb8e5ce7878cef.jpg,烘焙原料/食品添加剂,1,1,79,789,0.0,#/StaticPage/ProductDetail?relProductId=22192706434177&sourceType=99&timestamp=1717111604&signature=a6339d1e872038030d292319f6322400,https://app.kwaixiaodian.com/merchant/shop/detail?id=22192706434177,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,282738,22192706434177,0,0%,凯中福食品专营店,#/StaticPage/Shop/Detail?shopId=282738,快手小店,0,,0,-1,,
虎师傅40袋高活性耐高糖干酵母馒头花卷烘焙发酵粉多用型5g/袋,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-779340010-9e235c25cc99473b8ee2eb188729afd6.jpg,烘焙原料/食品添加剂,2,2,79,782,0.0,#/StaticPage/ProductDetail?relProductId=20862117594010&sourceType=99&timestamp=1717111604&signature=1085c0c26d00364152bd02aee2a8b6bf,https://app.kwaixiaodian.com/merchant/shop/detail?id=20862117594010,0,虎师傅,88724,#/StaticPage/BrandDetail?brandId=88724&isTrusted=true,180896,20862117594010,1,20%,希尔康调味品专营店,#/StaticPage/Shop/Detail?shopId=180896,快手小店,0,,0,-1,,
【艺哥定制发孝粉乳酸菌推荐】尚川酸菜乳酸菌发孝粉，酸菜不烂,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-1653194726-ea0b831121ab404abdb064d51a5c7b78.jpg,烘焙原料/食品添加剂,1,46,78,772,0.0,#/StaticPage/ProductDetail?relProductId=20921999482726&sourceType=99&timestamp=1717111604&signature=04ea6c563ca93b79bee58f2308ad7cdd,https://app.kwaixiaodian.com/merchant/shop/detail?id=20921999482726,1,尚川,50561,#/StaticPage/BrandDetail?brandId=50561&isTrusted=true,1535,20921999482726,0,0%,尚川官方旗舰店,#/StaticPage/Shop/Detail?shopId=1535,快手小店,0,,0,-1,,
尧之味浓缩回味粉商用回头猛料火锅烧烤撒料麻辣烫增香粉高汤底,[],35.00,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-1628613501-660419a9d3c6430486009f5a2925e02c.jpg,烘焙原料/食品添加剂,1,309,22,770,0.0,#/StaticPage/ProductDetail?relProductId=21915842531501&sourceType=99&timestamp=1717111604&signature=81317f93fcafc21302e6af4a5f619981,https://app.kwaixiaodian.com/merchant/shop/detail?id=21915842531501,0,尧之味,140028,#/StaticPage/BrandDetail?brandId=140028&isTrusted=true,159493,21915842531501,0,0%,尧之味佳尝专卖店,#/StaticPage/Shop/Detail?shopId=159493,快手小店,0,,0,-1,,
焙多夫奥利奥饼干碎400g装饰摆件粉末碎烘焙原料中号饼干胚碎屑,[],17.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2897448075-4e1765305d5644dca77606c1d41b15ec.jpg,烘焙原料/食品添加剂,11,122,43,770,0.0,#/StaticPage/ProductDetail?relProductId=21535844128075&sourceType=99&timestamp=1717111604&signature=4a36ef13aabff67287f93977e4a0d212,https://app.kwaixiaodian.com/merchant/shop/detail?id=21535844128075,0,焙多夫/Bedolf,275994,#/StaticPage/BrandDetail?brandId=275994&isTrusted=true,306158,21535844128075,0,0%,Bedolf喜贝尔专卖店,#/StaticPage/Shop/Detail?shopId=306158,快手小店,0,,0,-1,,
【苗姐优选】【拍一发70包】家用活性酵母粉3克/袋,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2944236576-306f2db8694c44978ab001d7e2515777.jpg,烘焙原料/食品添加剂,1,2,76,759,0.0,#/StaticPage/ProductDetail?relProductId=21955128972576&sourceType=99&timestamp=1717111604&signature=70973eba846c3c48b05d4d1c29e143f7,https://app.kwaixiaodian.com/merchant/shop/detail?id=21955128972576,0,会养五谷食方,257274,#/StaticPage/BrandDetail?brandId=257274&isTrusted=true,209382,21955128972576,0,0%,聚美食尚食品专营店,#/StaticPage/Shop/Detail?shopId=209382,快手小店,0,,0,-1,,
80%活性高活性酵母粉5g*30袋,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-1541242193-1dee8018a0bf4242abf08080aaff9083.jpg,烘焙原料/食品添加剂,1,1,74,739,0.0,#/StaticPage/ProductDetail?relProductId=21783987598193&sourceType=99&timestamp=1717111604&signature=1fe052c65566395612769e8c61d766dc,https://app.kwaixiaodian.com/merchant/shop/detail?id=21783987598193,0,德亿鲜,32452,#/StaticPage/BrandDetail?brandId=32452&isTrusted=true,350663,21783987598193,0,0%,九州食品专营店,#/StaticPage/Shop/Detail?shopId=350663,快手小店,0,,0,-1,,
安琪高活性干酵母粉5g*30袋烘焙家用包子馒头孝母发孝,[],19.80,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2396996517-8596b5eda790441887ccfa8a549b0ae8.jpg,烘焙原料/食品添加剂,1,1,37,733,0.0,#/StaticPage/ProductDetail?relProductId=22234034058517&sourceType=99&timestamp=1717111604&signature=192b077d8694618c299468602430e184,https://app.kwaixiaodian.com/merchant/shop/detail?id=22234034058517,0,安琪/ANGEL,12688,#/StaticPage/BrandDetail?brandId=12688&isTrusted=true,89250,22234034058517,0,0%,安琪旗舰店,#/StaticPage/Shop/Detail?shopId=89250,快手小店,0,,0,-1,,
【辰辰·甄选】安琪高活性干酵母粉5g/袋家用包子馒头孝母发孝粉,[],19.80,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2396996517-8fd83889a7b54bf5b525df1967226bf3.jpg,烘焙原料/食品添加剂,1,2,37,733,0.0,#/StaticPage/ProductDetail?relProductId=21587467045517&sourceType=99&timestamp=1717111604&signature=a4fc777e2ca3111ac54e182aec5bb218,https://app.kwaixiaodian.com/merchant/shop/detail?id=21587467045517,0,安琪/ANGEL,12688,#/StaticPage/BrandDetail?brandId=12688&isTrusted=true,89250,21587467045517,0,0%,安琪旗舰店,#/StaticPage/Shop/Detail?shopId=89250,快手小店,0,,0,-1,,
安琪酵母粉18袋15g高活性,[],31.80,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/item-140000033855655-5656925cd0424b5d932830eca47b514d.jpg,烘焙原料/食品添加剂,1,5,23,731,0.0,#/StaticPage/ProductDetail?relProductId=20113189768230&sourceType=99&timestamp=1717111604&signature=7c6608ccdf2adc79e56b803b7995759f,https://app.kwaixiaodian.com/merchant/shop/detail?id=20113189768230,0,安琪/ANGEL,12688,#/StaticPage/BrandDetail?brandId=12688&isTrusted=true,57335,20113189768230,0,0%,海陀个体店,#/StaticPage/Shop/Detail?shopId=57335,快手小店,0,,0,-1,,
【拍一发80包】 家用活性酵母粉3克/袋,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2944236576-306f2db8694c44978ab001d7e2515777.jpg,烘焙原料/食品添加剂,1,2,73,729,0.0,#/StaticPage/ProductDetail?relProductId=21886564327576&sourceType=99&timestamp=1717111604&signature=fe64ddadf718356f6c455a1863a48d77,https://app.kwaixiaodian.com/merchant/shop/detail?id=21886564327576,0,会养五谷食方,257274,#/StaticPage/BrandDetail?brandId=257274&isTrusted=true,209382,21886564327576,0,0%,聚美食尚食品专营店,#/StaticPage/Shop/Detail?shopId=209382,快手小店,0,,0,-1,,
【拍一发80】发酵粉家用馒头包子益生菌发面旺酵母发酵粉【LQ-M】,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-371438742-a0ede8db142a4175a4d3eccef0ee1d7c.jpg,烘焙原料/食品添加剂,3,4,73,723,0.0,#/StaticPage/ProductDetail?relProductId=22087329945742&sourceType=99&timestamp=1717111604&signature=52763d1266b0a09e7446e100dc01627c,https://app.kwaixiaodian.com/merchant/shop/detail?id=22087329945742,0,亿人喜味,252251,#/StaticPage/BrandDetail?brandId=252251&isTrusted=true,368646,22087329945742,0,0%,亿人喜味速驰专卖店,#/StaticPage/Shop/Detail?shopId=368646,快手小店,0,,0,-1,,
免煮焦糖味布丁粉1kg 连锁商用家庭自制鸡蛋豆花芒果冻奶茶店原料,[],21.00 - 26.00,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2631411820-95c7975ba1f74e128cf8205dc98de043.jpg,烘焙原料/食品添加剂,1,67,28,714,0.0,#/StaticPage/ProductDetail?relProductId=21347673097820&sourceType=99&timestamp=1717111604&signature=ef59d74cf8da9e2fed1453dc2e66ddf0,https://app.kwaixiaodian.com/merchant/shop/detail?id=21347673097820,1,采集茶香,201044,#/StaticPage/BrandDetail?brandId=201044&isTrusted=true,171814,21347673097820,0,0%,采集茶香旗舰店,#/StaticPage/Shop/Detail?shopId=171814,快手小店,0,,0,-1,,
焙芝友青团预拌粉食用艾草粉自制青团艾叶粉清明果专用烘焙材料,[],10.80 - 11.80,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-1578847068-bb49c9cc3455473aaf2de210e7dbfdfa.jpg,烘焙原料/食品添加剂,6,47,66,713,0.0,#/StaticPage/ProductDetail?relProductId=20037037989068&sourceType=99&timestamp=1717111604&signature=b7f1b767840bcc002daa291ece482d9d,https://app.kwaixiaodian.com/merchant/shop/detail?id=20037037989068,0,焙芝友,69770,#/StaticPage/BrandDetail?brandId=69770&isTrusted=true,201529,20037037989068,0,0%,焙芝友旗舰店,#/StaticPage/Shop/Detail?shopId=201529,快手小店,0,,0,-1,,
H.HUI【拍一发十二】炸小酥肉专用粉鸡肉裹粉,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-644422386-1fca2fa562d14a84b83e3ee03a125898.jpg,烘焙原料/食品添加剂,1,1,72,713,0.0,#/StaticPage/ProductDetail?relProductId=22175898501386&sourceType=99&timestamp=1717111604&signature=8ff1878091824f416a135a6f96177bb1,https://app.kwaixiaodian.com/merchant/shop/detail?id=22175898501386,0,钱库里,265771,#/StaticPage/BrandDetail?brandId=265771&isTrusted=true,281902,22175898501386,0,0%,帅哥食品专营店,#/StaticPage/Shop/Detail?shopId=281902,快手小店,0,,0,-1,,
【2袋仅9.9元】0添加烧仙草粉烧仙草儿童黑凉粉儿食用果冻自制,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-1389308521-1a5525f2e1c84b5aa0074bd06d2f6d65.jpg,烘焙原料/食品添加剂,2,15,71,703,0.0,#/StaticPage/ProductDetail?relProductId=22167727189521&sourceType=99&timestamp=1717111604&signature=dd697e9b2bed38df9ef55c31331f2faa,https://app.kwaixiaodian.com/merchant/shop/detail?id=22167727189521,0,森庄农品,80360,#/StaticPage/BrandDetail?brandId=80360&isTrusted=true,483,22167727189521,0,0%,千豆汇食品专营店,#/StaticPage/Shop/Detail?shopId=483,快手小店,0,,0,-1,,
【拍一发27】 鸡精2包＋酵母粉20包＋十全香5盒,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3619482177-cce9e49e6dae4d9eb2dbd8ce8b136584.jpg,烘焙原料/食品添加剂,2,18,70,699,0.0,#/StaticPage/ProductDetail?relProductId=22012977584177&sourceType=99&timestamp=1717111604&signature=a1c114104699bcae07eddca4a6decc57,https://app.kwaixiaodian.com/merchant/shop/detail?id=22012977584177,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,282738,22012977584177,0,0%,凯中福食品专营店,#/StaticPage/Shop/Detail?shopId=282738,快手小店,0,,0,-1,,
豌豆粉100g起凉粉专用粉豌豆淀粉四川特产凉粉爽滑方便简单制作,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3409582260-9580fa24438f4ad4b168cae5f3212f91.jpg,烘焙原料/食品添加剂,14,47,71,693,0.0,#/StaticPage/ProductDetail?relProductId=21764101684260&sourceType=99&timestamp=1717111604&signature=0c73ee5998073fcd0207e1dfab9b2140,https://app.kwaixiaodian.com/merchant/shop/detail?id=21764101684260,0,森庄农品,80360,#/StaticPage/BrandDetail?brandId=80360&isTrusted=true,309723,21764101684260,0,0%,森庄农品广州专卖店,#/StaticPage/Shop/Detail?shopId=309723,快手小店,0,,0,-1,,
【好物优选】拍一发70包   家用活性酵母粉3克/袋YN,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2944236576-b7d1ae1fe4eb4750ad8faa98de14acd9.jpg,烘焙原料/食品添加剂,4,5,69,689,0.0,#/StaticPage/ProductDetail?relProductId=22176639920576&sourceType=99&timestamp=1717111604&signature=6e6e0db287c2967bbb0da67215cfe833,https://app.kwaixiaodian.com/merchant/shop/detail?id=22176639920576,0,辛味道,83686,#/StaticPage/BrandDetail?brandId=83686&isTrusted=true,209382,22176639920576,0,0%,聚美食尚食品专营店,#/StaticPage/Shop/Detail?shopId=209382,快手小店,0,,0,-1,,
新博明冰粉粉商用材料摆摊专用冰凉粉家用冰冰粉批发果味搭配,[],9.80,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-1078453636-e106e674da1748309b92ad7f9092aea7.jpg,烘焙原料/食品添加剂,1,11,70,686,0.0,#/StaticPage/ProductDetail?relProductId=21977880290636&sourceType=99&timestamp=1717111604&signature=c0941d63b9bd002852c9066adb2e04cc,https://app.kwaixiaodian.com/merchant/shop/detail?id=21977880290636,0,新博明,67072,#/StaticPage/BrandDetail?brandId=67072&isTrusted=true,94037,21977880290636,0,0%,新博明河南博明专卖店,#/StaticPage/Shop/Detail?shopId=94037,快手小店,0,,0,-1,,
尚川葡萄糖酸内脂做豆腐脑凝固剂自制内酯粉豆腐王粉3g*10袋,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,https://u1-203.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-1653194726-4ed719cc49c54a64a2e11911cde28cee.jpg,烘焙原料/食品添加剂,5,37,69,683,0.0,#/StaticPage/ProductDetail?relProductId=21958260013726&sourceType=99&timestamp=1717111604&signature=4e90e6fb0a8c8f988680c5d7938aab97,https://app.kwaixiaodian.com/merchant/shop/detail?id=21958260013726,0,尚川,50561,#/StaticPage/BrandDetail?brandId=50561&isTrusted=true,1535,21958260013726,0,0%,尚川官方旗舰店,#/StaticPage/Shop/Detail?shopId=1535,快手小店,0,,0,-1,,
安琪贝太厨房高活性低糖干酵母粉家用蒸包子馒头面包孝母3g/袋,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2848855302-029a05755e1c4e1886381fb8b3cbe2cd.jpg,烘焙原料/食品添加剂,11,201,72,673,0.0,#/StaticPage/ProductDetail?relProductId=20673488801302&sourceType=99&timestamp=1717111604&signature=950f43981ff5e00bc5f8489dc2ca91d4,https://app.kwaixiaodian.com/merchant/shop/detail?id=20673488801302,0,贝太厨房,267427,#/StaticPage/BrandDetail?brandId=267427&isTrusted=true,289912,20673488801302,1,15%,安琪烘焙原料专营店,#/StaticPage/Shop/Detail?shopId=289912,快手小店,0,,0,-1,,
【粉丝福利A】抢9.9元50袋老味发面王发面宝发面旺馒头老味发面速,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-666204440-35ff21c144194e1299ae1309f9a21444.jpg,烘焙原料/食品添加剂,1,1,67,663,0.0,#/StaticPage/ProductDetail?relProductId=22227634008440&sourceType=99&timestamp=1717111604&signature=d8e57c66d73a5fd86966a79096ba405c,https://app.kwaixiaodian.com/merchant/shop/detail?id=22227634008440,0,淘小生,73571,#/StaticPage/BrandDetail?brandId=73571&isTrusted=true,204408,22227634008440,0,0%,淘小生淘小生专卖店,#/StaticPage/Shop/Detail?shopId=204408,快手小店,0,,0,-1,,
快煮黑珍珠500g奶茶奶茶粉做自制套装材料木薯淀粉快煮冲泡,[],9.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3399033434-7c0ccd5fd04047d6bf6508ea29f3ef36.jpg,烘焙原料/食品添加剂,2,3,66,653,0.0,#/StaticPage/ProductDetail?relProductId=21893448148434&sourceType=99&timestamp=1717111606&signature=8beab49f95695662e68dd225fa4f12ab,https://app.kwaixiaodian.com/merchant/shop/detail?id=21893448148434,0,森庄农品,80360,#/StaticPage/BrandDetail?brandId=80360&isTrusted=true,238093,21893448148434,0,0%,森庄农品官方旗舰店,#/StaticPage/Shop/Detail?shopId=238093,快手小店,0,,0,-1,,
【拍一发50包】必琪高活性酵母粉5g/袋【H】,[],9.99,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u1-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-3055507394-d2918f2f19ed4c0f8a9fc88ee60a5309.jpg,烘焙原料/食品添加剂,6,138,64,639,0.0,#/StaticPage/ProductDetail?relProductId=20995214179394&sourceType=99&timestamp=1717111606&signature=914424d0e4b599aabe646d05ac7be447,https://app.kwaixiaodian.com/merchant/shop/detail?id=20995214179394,0,必琪,232460,#/StaticPage/BrandDetail?brandId=232460&isTrusted=true,202278,20995214179394,1,10%,快盟食品专营店,#/StaticPage/Shop/Detail?shopId=202278,快手小店,0,,0,-1,,
【爆!100包仅29.9元】老面味发酵粉 快速发酵稳定性高5g/包,[],19.90,99,https://img.feigua.cn/ksapp/shopicon/kuaishouxiaodian.png,http://u2-000.ecukwai.com/bs2/image-kwaishop-product/ITEM_IMAGE-2499940465-3827a67ba60a45aa880f866c897dfed1.jpg,烘焙原料/食品添加剂,1,4,37,637,0.0,#/StaticPage/ProductDetail?relProductId=21640148845465&sourceType=99&timestamp=1717111606&signature=c7769debd1e85ef327f75809137691f4,https://app.kwaixiaodian.com/merchant/shop/detail?id=21640148845465,0,,0,,308039,21640148845465,0,0%,肖栎食品2个体店,#/StaticPage/Shop/Detail?shopId=308039,快手小店,0,,0,-1,,
